date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours,reroute_severity,origin_country,destination_country,aircraft_type,passengers_affected,reason,cancelled,event_type,severity,disruption_type,severity_level,flights_affected
2026-03-08,Emirates,EM5846,Dubai,Bahrain,,,,,,,,,UAE,Bahrain,Boeing 737-800,325.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,Emirates SkyCargo,EM2459,New York,Doha,,,,,,,,,USA,Qatar,Boeing 737 MAX 8,193.0,Government travel ban,1.0,Military,Critical,,,
2026-03-08,Emirates SkyCargo,EM338,Beirut,Paris,,,,,,,,,Lebanon,France,Airbus A330-300,143.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,Emirates SkyCargo,EM5515,Abu Dhabi,London,Via Persian Gulf,Via Indian Ocean southern route,10117.0,13087.0,2970.0,10875.5,2.1,42.6755,,,,,,0.0,Military,Critical,,,
2026-03-08,Emirates SkyCargo,EM8047,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Boeing 787-9 Dreamliner,374.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,Emirates SkyCargo,EM9695,London,Muscat,,,,,,,,,UK,Oman,Airbus A340-600,226.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-08,Ethiopian Airlines,ET6556,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A320neo,312.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,Ethiopian Airlines,ET8286,Dubai,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11028.0,13811.0,2783.0,10581.95,4.2,42.61195,,,,,,0.0,Military,Critical,,,
2026-03-08,Ethiopian Airlines,ET9564,Dubai,Bahrain,Direct Tehran overfly,Via Ashgabat–Almaty route,5393.0,6624.0,1231.0,6218.23,3.2,21.72823,,,,,,0.0,Military,Critical,,,
2026-03-08,Etihad Airways,ET6758,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Boeing 737 MAX 8,88.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,FedEx Express,FE1231,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 787-9 Dreamliner,333.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-08,FedEx Express,FE5425,Dubai,Frankfurt,Direct Tehran overfly,Via Ashgabat–Almaty route,4456.0,5751.0,1295.0,5452.39,2.4,20.802390000000003,,,,,,0.0,Military,Critical,,,
2026-03-08,FedEx Express,FE667,Sydney,Dubai,,,,,,,,,Australia,UAE,Airbus A350-900,413.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-08,Gulf Air,GU565,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A350-900,341.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-08,Gulf Air,GU9385,Los Angeles,Doha,,,,,,,,,USA,Qatar,Airbus A320neo,342.0,Government travel ban,1.0,Military,Critical,,,
2026-03-08,IndiGo,IN2169,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A320neo,292.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,IndiGo,IN6448,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Boeing 737 MAX 8,432.0,Government travel ban,1.0,Military,Critical,,,
2026-03-08,IndiGo,IN9613,Kuwait City,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,9468.0,10121.0,653.0,3225.05,2.2,11.95505,,,,,,0.0,Military,Critical,,,
2026-03-08,Iran Air,IR2347,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A321neo,413.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-08,Iran Air,IR4624,Dubai,Frankfurt,Direct Tehran overfly,Via Ashgabat–Almaty route,10354.0,11132.0,778.0,5223.16,4.8,17.80316,,,,,,0.0,Military,Critical,,,
2026-03-08,Jazeera Airways,JA1255,London,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4482.0,7155.0,2673.0,18418.99,2.5,47.64899,,,,,,0.0,Military,Critical,,,
2026-03-08,Jazeera Airways,JA236,Istanbul,Karachi,Direct Gulf route,Via Jordan–Egypt alternate,10942.0,11374.0,432.0,1881.08,4.8,11.001080000000002,,,,,,0.0,Military,Critical,,,
2026-03-08,Jazeera Airways,JA8400,Beirut,Paris,,,,,,,,,Lebanon,France,Airbus A320neo,221.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,KLM,KL1655,Doha,London,,,,,,,,,Qatar,UK,Airbus A330-300,245.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,KLM,KL2151,Istanbul,Delhi,,,,,,,,,Turkey,India,Airbus A380-800,357.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,KLM,KL3824,London,Doha,,,,,,,,,UK,Qatar,Boeing 777-300ER,158.0,Government travel ban,1.0,Military,Critical,,,
2026-03-08,KLM,KL5936,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,94.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,Kuwait Airways,KU6704,Doha,London,Via Baghdad FIR,Via Ankara–Baku corridor,10301.0,11308.0,1007.0,5395.76,1.0,16.46576,,,,,,0.0,Military,Critical,,,
2026-03-08,Kuwait Airways,KU8818,London,Muscat,,,,,,,,,UK,Oman,Airbus A380-800,386.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-08,Lufthansa,LU135,Islamabad,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,5237.0,6771.0,1534.0,6211.37,3.6,25.15137,,,,,,0.0,Military,Critical,,,
2026-03-08,Lufthansa,LU7106,Dubai,Frankfurt,Via Strait of Hormuz,Via Red Sea–Suez route,6425.0,7122.0,697.0,4178.36,0.8,11.94836,,,,,,0.0,Military,Critical,,,
2026-03-08,Mahan Air,MA3416,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Boeing 787-10 Dreamliner,413.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-08,Malaysia Airlines,MA267,Singapore,London,,,,,,,,,Singapore,UK,Boeing 787-10 Dreamliner,246.0,Government travel ban,1.0,Military,Critical,,,
2026-03-08,Malaysia Airlines,MA7002,Dubai,Delhi,,,,,,,,,UAE,India,Boeing 737 MAX 8,299.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,Oman Air,OM6346,Dubai,Mumbai,Via Strait of Hormuz,Via Red Sea–Suez route,6783.0,7995.0,1212.0,6015.77,1.1,19.235770000000002,,,,,,0.0,Military,Critical,,,
2026-03-08,Pakistan International Airlines,PA1486,New York,Doha,,,,,,,,,USA,Qatar,Airbus A340-600,333.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-08,Pakistan International Airlines,PA2794,Islamabad,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,11007.0,12436.0,1429.0,6789.88,3.4,24.47988,,,,,,0.0,Military,Critical,,,
2026-03-08,Pakistan International Airlines,PA7253,Dubai,New York,,,,,,,,,UAE,USA,Boeing 787-10 Dreamliner,334.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-08,Qatar Airways,QA6596,Frankfurt,Dubai,Direct Middle East overfly,Via Central Asian detour,10989.0,13370.0,2381.0,9410.12,0.5,33.72012,,,,,,0.0,Military,Critical,,,
2026-03-08,Thai Airways,TH1425,Mumbai,Doha,,,,,,,,,India,Qatar,Boeing 787-10 Dreamliner,411.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,Thai Airways,TH2291,Dubai,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6816.0,7845.0,1029.0,4126.5,2.5,16.9165,,,,,,0.0,Military,Critical,,,
2026-03-08,Thai Airways,TH4524,Beirut,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,5238.0,6388.0,1150.0,6095.67,1.8,19.395670000000003,,,,,,0.0,Military,Critical,,,
2026-03-08,Thai Airways,TH7770,London,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,2535.0,6003.0,3468.0,17348.62,1.3,53.32862,,,,,,0.0,Military,Critical,,,
2026-03-08,Turkish Airlines,TU6911,Dubai,Bahrain,,,,,,,,,UAE,Bahrain,Airbus A380-800,82.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-08,United Airlines,UN1479,Dubai,Paris,,,,,,,,,UAE,France,Boeing 737-800,270.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-08,United Airlines,UN2629,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Airbus A330-300,370.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-08,United Airlines,UN479,Doha,Paris,,,,,,,,,Qatar,France,Airbus A340-600,230.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-08,flydubai,FL1726,Islamabad,Dubai,Via Persian Gulf,Via Indian Ocean southern route,11854.0,14075.0,2221.0,11123.97,3.4,36.73397,,,,,,0.0,Military,Critical,,,
2026-03-08,flydubai,FL1768,Doha,Paris,,,,,,,,,Qatar,France,Boeing 787-9 Dreamliner,137.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-08,flydubai,FL6866,Abu Dhabi,London,Direct Gulf route,Via Jordan–Egypt alternate,7079.0,7805.0,726.0,3465.35,4.6,15.32535,,,,,,0.0,Military,Critical,,,
2026-03-09,Air Arabia,AI2332,Paris,Beirut,,,,,,,,,France,Lebanon,Airbus A320neo,434.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,Air France,AI1194,Doha,Paris,,,,,,,,,Qatar,France,Boeing 787-9 Dreamliner,116.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,Air France,AI3562,New York,Doha,Via Persian Gulf,Via Indian Ocean southern route,3559.0,4992.0,1433.0,6314.27,1.2,21.84427,,,,,,0.0,Economic,Very High,,,
2026-03-09,Air France,AI4770,Muscat,London,,,,,,,,,Oman,UK,Boeing 777-200LR,210.0,Airport closure — military activity,1.0,Economic,Very High,,,
2026-03-09,Air France,AI7564,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Airbus A340-600,358.0,Airspace closure — NOTAM,1.0,Economic,Very High,,,
2026-03-09,Air France,AI8470,Amman,Dubai,,,,,,,,,Jordan,UAE,Boeing 737-800,420.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Air India,AI356,Dubai,New York,Via Persian Gulf,Via Indian Ocean southern route,11046.0,14191.0,3145.0,12998.6,1.1,45.5486,,,,,,0.0,Economic,Very High,,,
2026-03-09,American Airlines,AM1633,Dubai,Paris,,,,,,,,,UAE,France,Airbus A380-800,388.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,American Airlines,AM1674,Dubai,Cairo,,,,,,,,,UAE,Egypt,Boeing 777-200LR,348.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,British Airways,BR5739,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Boeing 777-200LR,121.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,British Airways,BR6499,Tehran,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5971.0,7173.0,1202.0,5776.1,4.2,21.9961,,,,,,0.0,Economic,Very High,,,
2026-03-09,British Airways,BR7638,Tehran,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,8622.0,11341.0,2719.0,10212.83,3.2,40.60283,,,,,,0.0,Economic,Very High,,,
2026-03-09,British Airways,BR8059,London,Bahrain,Direct Gulf route,Via Jordan–Egypt alternate,4059.0,4733.0,674.0,3991.1,1.8,12.5311,,,,,,0.0,Economic,Very High,,,
2026-03-09,Cargolux,CA5368,Abu Dhabi,Sydney,Via Persian Gulf,Via Indian Ocean southern route,9901.0,11455.0,1554.0,8137.41,2.5,26.17741,,,,,,0.0,Economic,Very High,,,
2026-03-09,Cargolux,CA6715,Sydney,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,3455.0,4115.0,660.0,4547.6,3.1,14.247600000000002,,,,,,0.0,Economic,Very High,,,
2026-03-09,Cargolux,CA8648,London,Dubai,,,,,,,,,UK,UAE,Boeing 777-200LR,106.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Cathay Pacific,CA2450,Istanbul,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8244.0,9778.0,1534.0,10463.88,1.7,27.50388,,,,,,0.0,Economic,Very High,,,
2026-03-09,Cathay Pacific,CA7328,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A350-900,106.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,DHL Aviation,DH6448,Paris,Dubai,,,,,,,,,France,UAE,Boeing 737-800,146.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,DHL Aviation,DH694,New York,Dubai,Direct Middle East overfly,Via Central Asian detour,2703.0,3796.0,1093.0,5893.24,2.9,19.72324,,,,,,0.0,Economic,Very High,,,
2026-03-09,Delta Air Lines,DE1252,Paris,Doha,Direct Gulf route,Via Jordan–Egypt alternate,4845.0,5681.0,836.0,3620.77,2.6,14.58077,,,,,,0.0,Economic,Very High,,,
2026-03-09,Delta Air Lines,DE3527,Paris,Doha,,,,,,,,,France,Qatar,Boeing 737-800,402.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,EgyptAir,EG4149,London,Abu Dhabi,,,,,,,,,UK,UAE,Boeing 787-10 Dreamliner,230.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,EgyptAir,EG6306,Dubai,Cairo,,,,,,,,,UAE,Egypt,Boeing 777-300ER,172.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,EgyptAir,EG7464,Muscat,London,,,,,,,,,Oman,UK,Airbus A380-800,439.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,Emirates,EM3569,Cairo,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,10108.0,11011.0,903.0,3296.43,1.2,13.526429999999998,,,,,,0.0,Economic,Very High,,,
2026-03-09,Emirates,EM476,Singapore,Dubai,,,,,,,,,Singapore,UAE,Boeing 737-800,142.0,Security risk — conflict zone,1.0,Economic,Very High,,,
2026-03-09,Emirates,EM8354,Dubai,New York,,,,,,,,,UAE,USA,Airbus A321neo,275.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Emirates SkyCargo,EM5025,Mumbai,Doha,,,,,,,,,India,Qatar,Airbus A350-900,343.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET3686,Mumbai,Doha,,,,,,,,,India,Qatar,Boeing 777-300ER,263.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET4565,London,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,2262.0,3395.0,1133.0,4227.17,1.7,17.25717,,,,,,0.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET5257,Singapore,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2375.0,3917.0,1542.0,8358.52,3.9,27.67852,,,,,,0.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET5318,Riyadh,Islamabad,Direct Tehran overfly,Via Ashgabat–Almaty route,11369.0,12338.0,969.0,5773.08,1.2,16.66308,,,,,,0.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET645,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Boeing 737 MAX 8,381.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET6504,Doha,Mumbai,,,,,,,,,Qatar,India,Boeing 787-9 Dreamliner,368.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET8204,Doha,London,,,,,,,,,Qatar,UK,Boeing 787-10 Dreamliner,404.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET8255,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 787-9 Dreamliner,137.0,Airspace closure — NOTAM,1.0,Economic,Very High,,,
2026-03-09,Ethiopian Airlines,ET995,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A350-900,202.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,Etihad Airways,ET1664,Beirut,Paris,,,,,,,,,Lebanon,France,Airbus A340-600,381.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,Etihad Airways,ET2940,Kuwait City,Cairo,,,,,,,,,Kuwait,Egypt,Boeing 777-300ER,411.0,Airspace closure — NOTAM,1.0,Economic,Very High,,,
2026-03-09,FedEx Express,FE207,Istanbul,Dubai,,,,,,,,,Turkey,UAE,Airbus A320neo,442.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,FedEx Express,FE4591,Doha,Paris,,,,,,,,,Qatar,France,Airbus A340-600,228.0,Security risk — conflict zone,1.0,Economic,Very High,,,
2026-03-09,FedEx Express,FE7034,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Boeing 787-9 Dreamliner,117.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,IndiGo,IN2068,London,Bahrain,Via Persian Gulf,Via Indian Ocean southern route,6293.0,7767.0,1474.0,9737.25,4.7,29.17725,,,,,,0.0,Economic,Very High,,,
2026-03-09,IndiGo,IN3342,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,409.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,IndiGo,IN4416,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A330-300,334.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,Iran Air,IR1909,Tehran,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7019.0,9188.0,2169.0,13720.32,1.6,37.01032,,,,,,0.0,Economic,Very High,,,
2026-03-09,Iran Air,IR2093,Beirut,Paris,,,,,,,,,Lebanon,France,Boeing 737-800,140.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Iran Air,IR5005,Riyadh,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,6178.0,7673.0,1495.0,8319.24,1.5,24.769240000000003,,,,,,0.0,Economic,Very High,,,
2026-03-09,Iran Air,IR5412,Lahore,Doha,,,,,,,,,Pakistan,Qatar,Airbus A350-900,107.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Jazeera Airways,JA1728,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A320neo,245.0,Airport closure — military activity,1.0,Economic,Very High,,,
2026-03-09,Jazeera Airways,JA2668,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Airbus A320neo,367.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Kuwait Airways,KU4378,London,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,8083.0,9906.0,1823.0,10361.36,2.1,30.691360000000003,,,,,,0.0,Economic,Very High,,,
2026-03-09,Kuwait Airways,KU8820,Beirut,Paris,,,,,,,,,Lebanon,France,Boeing 737-800,327.0,Security risk — conflict zone,1.0,Economic,Very High,,,
2026-03-09,Kuwait Airways,KU8895,Cairo,Riyadh,,,,,,,,,Egypt,Saudi Arabia,Airbus A320neo,404.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Kuwait Airways,KU9774,New York,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,6702.0,7742.0,1040.0,5052.82,0.7,16.15282,,,,,,0.0,Economic,Very High,,,
2026-03-09,Lufthansa,LU5339,London,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,10793.0,12406.0,1613.0,7255.04,3.6,26.98504,,,,,,0.0,Economic,Very High,,,
2026-03-09,Lufthansa,LU5651,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Boeing 777-200LR,343.0,Security risk — conflict zone,1.0,Economic,Very High,,,
2026-03-09,Lufthansa,LU9110,Paris,Doha,,,,,,,,,France,Qatar,Airbus A320neo,81.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Malaysia Airlines,MA2076,Beirut,Paris,,,,,,,,,Lebanon,France,Boeing 787-10 Dreamliner,237.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Malaysia Airlines,MA2743,Paris,Dubai,Via Persian Gulf,Via Indian Ocean southern route,4252.0,6441.0,2189.0,9659.19,2.8,34.34919,,,,,,0.0,Economic,Very High,,,
2026-03-09,Malaysia Airlines,MA8563,Mumbai,Doha,,,,,,,,,India,Qatar,Boeing 787-10 Dreamliner,418.0,Insurance restriction — war zone,1.0,Economic,Very High,,,
2026-03-09,Oman Air,OM8768,Paris,Doha,Direct Gulf route,Via Jordan–Egypt alternate,6472.0,7366.0,894.0,3648.07,3.6,16.18807,,,,,,0.0,Economic,Very High,,,
2026-03-09,Pakistan International Airlines,PA3502,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 787-9 Dreamliner,301.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Pakistan International Airlines,PA4563,Mumbai,Dubai,,,,,,,,,India,UAE,Airbus A340-600,98.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Pakistan International Airlines,PA5164,Abu Dhabi,Sydney,,,,,,,,,UAE,Australia,Airbus A350-900,142.0,Airport closure — military activity,1.0,Economic,Very High,,,
2026-03-09,Pakistan International Airlines,PA5855,Dubai,Amman,Direct Middle East overfly,Via Central Asian detour,10179.0,11960.0,1781.0,7741.23,3.9,29.451229999999995,,,,,,0.0,Economic,Very High,,,
2026-03-09,Qatar Airways,QA1996,Islamabad,Riyadh,,,,,,,,,Pakistan,Saudi Arabia,Boeing 737-800,342.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,Qatar Airways,QA2743,Dubai,Paris,,,,,,,,,UAE,France,Boeing 787-9 Dreamliner,173.0,Airspace closure — NOTAM,1.0,Economic,Very High,,,
2026-03-09,Qatar Airways,QA5131,London,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,10092.0,11850.0,1758.0,7982.08,1.4,26.96208,,,,,,0.0,Economic,Very High,,,
2026-03-09,Saudi Arabian Airlines,SA3705,London,Bahrain,,,,,,,,,UK,Bahrain,Airbus A350-900,184.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Singapore Airlines,SI422,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Airbus A320neo,257.0,Security risk — conflict zone,1.0,Economic,Very High,,,
2026-03-09,Singapore Airlines,SI5200,Kuwait City,Cairo,,,,,,,,,Kuwait,Egypt,Boeing 737 MAX 8,149.0,Crew safety — company policy,1.0,Economic,Very High,,,
2026-03-09,Singapore Airlines,SI8283,Lahore,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,5703.0,7058.0,1355.0,7545.54,1.0,22.09554,,,,,,0.0,Economic,Very High,,,
2026-03-09,Thai Airways,TH7507,Dubai,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5108.0,6587.0,1479.0,7802.27,1.8,24.39227,,,,,,0.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU371,London,Abu Dhabi,,,,,,,,,UK,UAE,Boeing 737-800,357.0,Fuel supply disruption,1.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU4224,Dubai,Paris,,,,,,,,,UAE,France,Boeing 737 MAX 8,315.0,Airport closure — military activity,1.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU7030,Doha,Los Angeles,Direct Tehran overfly,Via Ashgabat–Almaty route,10816.0,12281.0,1465.0,9019.38,1.4,25.069380000000002,,,,,,0.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU7833,Dubai,Delhi,Direct Middle East overfly,Via Central Asian detour,4334.0,6820.0,2486.0,11740.08,3.4,40.00008,,,,,,0.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU9775,Kuwait City,London,,,,,,,,,Kuwait,UK,Airbus A330-300,163.0,Government travel ban,1.0,Economic,Very High,,,
2026-03-09,Turkish Airlines,TU9826,Moscow,Tehran,,,,,,,,,Russia,Iran,Boeing 787-9 Dreamliner,171.0,Airspace closure — NOTAM,1.0,Economic,Very High,,,
2026-03-09,United Airlines,UN4228,Dubai,Amman,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8249.0,10451.0,2202.0,10081.04,3.3,35.40104,,,,,,0.0,Economic,Very High,,,
2026-03-09,United Airlines,UN5015,Riyadh,London,Via Persian Gulf,Via Indian Ocean southern route,2463.0,4185.0,1722.0,9244.54,1.8,28.26454,,,,,,0.0,Economic,Very High,,,
2026-03-09,flydubai,FL1532,Mumbai,Doha,Direct Gulf route,Via Jordan–Egypt alternate,5039.0,5559.0,520.0,2233.78,2.7,10.133780000000002,,,,,,0.0,Economic,Very High,,,
2026-03-09,flydubai,FL6260,Delhi,Dubai,,,,,,,,,India,UAE,Boeing 777-300ER,134.0,Diplomatic advisory — do not fly,1.0,Economic,Very High,,,
2026-03-09,flydubai,FL9350,Kuwait City,London,Direct Gulf route,Via Jordan–Egypt alternate,10109.0,11068.0,959.0,5450.54,1.9,16.94054,,,,,,0.0,Economic,Very High,,,
2026-03-10,Air Arabia,AI1628,Istanbul,Karachi,Direct Middle East overfly,Via Central Asian detour,5831.0,7889.0,2058.0,11906.51,1.3,33.78651000000001,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,Air Arabia,AI6763,Dubai,Istanbul,,,,,,,,,UAE,Turkey,Boeing 777-200LR,157.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-10,Air France,AI3186,Doha,London,,,,,,,,,Qatar,UK,Airbus A321neo,431.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,Air France,AI3596,Paris,Beirut,,,,,,,,,France,Lebanon,Airbus A330-300,430.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,Air France,AI8925,Bahrain,Dubai,,,,,,,,,Bahrain,UAE,Airbus A340-600,230.0,Diplomatic advisory — do not fly,1.0,Diplomatic,Medium,,,
2026-03-10,Air India,AI6159,Cairo,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,8884.0,9595.0,711.0,3711.06,3.0,13.82106,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,American Airlines,AM4794,Dubai,Islamabad,,,,,,,,,UAE,Pakistan,Boeing 787-9 Dreamliner,437.0,Government travel ban,1.0,Diplomatic,Medium,,,
2026-03-10,American Airlines,AM7162,Dubai,Sydney,,,,,,,,,UAE,Australia,Boeing 737 MAX 8,377.0,Security risk — conflict zone,1.0,Diplomatic,Medium,,,
2026-03-10,British Airways,BR4400,New York,Dubai,,,,,,,,,USA,UAE,Boeing 777-300ER,423.0,Airspace closure — NOTAM,1.0,Diplomatic,Medium,,,
2026-03-10,British Airways,BR6001,Dubai,Islamabad,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3221.0,4934.0,1713.0,6022.99,2.6,25.75299,,,,,,0.0,Diplomatic,Medium,,,
2026-03-10,British Airways,BR7230,Frankfurt,Dubai,,,,,,,,,Germany,UAE,Boeing 787-10 Dreamliner,245.0,Insurance restriction — war zone,1.0,Diplomatic,Medium,,,
2026-03-10,Cargolux,CA4835,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Boeing 777-300ER,271.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
2026-03-10,Cargolux,CA6152,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Boeing 787-9 Dreamliner,364.0,Crew safety — company policy,1.0,Diplomatic,Medium,,,
